navigation_id,timestamp,planned_x,planned_y,executed_x,executed_y,path_error,accumulated_distance,instantaneous_velocity,elapsed_time
3,1734627310.046,2.030,0.770,1.996,0.764,0.031,2.769,0.174,20.835
3,1734627310.246,2.016,0.729,1.994,0.736,0.024,2.798,0.142,21.035
3,1734627310.446,2.013,0.704,1.992,0.705,0.021,2.829,0.154,21.235
3,1734627310.646,2.010,0.680,1.990,0.676,0.020,2.858,0.145,21.435
3,1734627310.848,1.980,0.620,1.987,0.645,0.026,2.889,0.153,21.637
3,1734627311.046,1.980,0.620,1.985,0.614,0.005,2.920,0.159,21.835
3,1734627311.246,1.980,0.587,1.984,0.586,0.003,2.948,0.142,22.034
3,1734627311.447,1.980,0.562,1.982,0.554,0.002,2.980,0.157,22.235
3,1734627311.646,1.980,0.537,1.980,0.526,0.000,3.008,0.140,22.435
3,1734627311.847,1.980,0.512,1.949,0.517,0.031,3.041,0.163,22.635
3,1734627312.047,1.980,0.470,1.947,0.488,0.038,3.070,0.145,22.835
3,1734627312.247,1.980,0.470,1.945,0.457,0.034,3.100,0.155,23.035
3,1734627312.447,1.979,0.441,1.944,0.433,0.035,3.125,0.122,23.236
3,1734627312.648,1.978,0.391,1.942,0.394,0.037,3.164,0.193,23.436
3,1734627312.846,1.978,0.366,1.940,0.365,0.038,3.193,0.146,23.635
3,1734627313.046,1.938,0.325,1.937,0.335,0.001,3.223,0.151,23.834
3,1734627313.247,1.939,0.300,1.934,0.306,0.005,3.252,0.146,24.035
3,1734627313.446,1.940,0.275,1.930,0.275,0.009,3.283,0.153,24.234
3,1734627313.646,1.940,0.275,1.898,0.267,0.042,3.316,0.167,24.435
3,1734627313.847,1.940,0.250,1.892,0.237,0.049,3.347,0.156,24.635
3,1734627314.047,1.880,0.220,1.885,0.208,0.003,3.376,0.145,24.835
3,1734627314.246,1.889,0.173,1.877,0.179,0.011,3.407,0.153,25.035
3,1734627314.446,1.891,0.148,1.869,0.151,0.022,3.436,0.145,25.234
3,1734627314.646,1.894,0.123,1.861,0.128,0.032,3.460,0.122,25.435
3,1734627314.846,1.897,0.098,1.832,0.097,0.064,3.502,0.209,25.635
3,1734627315.046,1.830,0.070,1.819,0.069,0.011,3.533,0.155,25.834
3,1734627315.246,1.830,0.070,1.806,0.044,0.030,3.562,0.145,26.034
3,1734627315.446,1.835,0.005,1.790,0.017,0.046,3.593,0.153,26.234
3,1734627315.646,1.817,-0.042,1.773,-0.009,0.054,3.624,0.157,26.434
3,1734627315.846,1.785,-0.080,1.752,-0.039,0.052,3.661,0.183,26.635
3,1734627316.045,1.730,-0.080,1.732,-0.064,0.016,3.693,0.158,26.834
3,1734627316.246,1.730,-0.080,1.713,-0.085,0.006,3.721,0.142,27.034
3,1734627316.446,1.702,-0.102,1.692,-0.108,0.005,3.752,0.156,27.235
3,1734627316.647,1.652,-0.109,1.654,-0.140,0.031,3.802,0.245,27.436
3,1734627316.845,1.606,-0.128,1.630,-0.160,0.040,3.833,0.157,27.634
3,1734627317.045,1.588,-0.185,1.607,-0.177,0.005,3.862,0.147,27.834
3,1734627317.246,1.588,-0.185,1.581,-0.195,0.009,3.893,0.155,28.034
3,1734627317.446,1.514,-0.196,1.529,-0.229,0.035,3.956,0.313,28.234
3,1734627317.646,1.490,-0.202,1.501,-0.242,0.042,3.986,0.154,28.435
3,1734627317.845,1.466,-0.207,1.475,-0.254,0.048,4.015,0.145,28.634
3,1734627318.046,1.441,-0.210,1.445,-0.264,0.054,4.046,0.155,28.835
3,1734627318.246,1.392,-0.255,1.383,-0.275,0.019,4.109,0.315,29.035
3,1734627318.446,1.342,-0.259,1.353,-0.281,0.023,4.140,0.155,29.234
3,1734627318.646,1.317,-0.264,1.324,-0.286,0.023,4.169,0.145,29.434
3,1734627318.846,1.295,-0.275,1.294,-0.290,0.013,4.200,0.153,29.634
3,1734627319.046,1.273,-0.287,1.265,-0.293,0.008,4.229,0.147,29.834
3,1734627319.245,1.230,-0.280,1.218,-0.293,0.010,4.276,0.234,30.034
3,1734627319.445,1.196,-0.289,1.189,-0.293,0.005,4.305,0.146,30.234
3,1734627319.646,1.146,-0.284,1.158,-0.292,0.007,4.336,0.153,30.434
3,1734627319.846,1.124,-0.273,1.127,-0.290,0.014,4.367,0.157,30.634
3,1734627320.045,1.101,-0.262,1.099,-0.288,0.024,4.395,0.140,30.834
3,1734627320.245,1.080,-0.280,1.068,-0.284,0.012,4.427,0.158,31.034
3,1734627320.446,1.048,-0.251,1.039,-0.281,0.028,4.455,0.142,31.234
3,1734627320.645,1.027,-0.236,1.008,-0.276,0.043,4.487,0.157,31.434
3,1734627320.845,1.006,-0.223,0.980,-0.271,0.055,4.515,0.142,31.634
3,1734627321.046,0.962,-0.199,0.934,-0.249,0.058,4.567,0.257,31.834
3,1734627321.245,0.910,-0.254,0.906,-0.243,0.004,4.595,0.144,32.034
3,1734627321.445,0.873,-0.221,0.876,-0.236,0.011,4.626,0.154,32.234
3,1734627321.645,0.852,-0.207,0.847,-0.230,0.022,4.655,0.146,32.434
3,1734627321.845,0.831,-0.194,0.818,-0.222,0.031,4.686,0.154,32.633
3,1734627322.045,0.809,-0.182,0.789,-0.215,0.039,4.715,0.147,32.834
3,1734627322.245,0.730,-0.230,0.759,-0.208,0.037,4.746,0.152,33.034
3,1734627322.445,0.730,-0.230,0.731,-0.201,0.029,4.775,0.146,33.233
3,1734627322.645,0.696,-0.230,0.701,-0.194,0.036,4.805,0.151,33.433
3,1734627322.845,0.671,-0.231,0.678,-0.174,0.057,4.837,0.157,33.633
3,1734627323.045,0.646,-0.231,0.648,-0.166,0.065,4.868,0.155,33.833
3,1734627323.245,0.580,-0.180,0.620,-0.159,0.045,4.897,0.145,34.033
3,1734627323.445,0.580,-0.180,0.590,-0.151,0.030,4.928,0.155,34.233
3,1734627323.645,0.549,-0.176,0.561,-0.144,0.033,4.957,0.145,34.434
3,1734627323.845,0.527,-0.166,0.533,-0.136,0.030,4.986,0.148,34.634
3,1734627324.045,0.503,-0.158,0.509,-0.130,0.029,5.011,0.125,34.833
3,1734627324.245,0.503,-0.158,0.501,-0.128,0.030,5.020,0.041,35.033
3,1734627324.445,0.503,-0.158,0.501,-0.128,0.030,5.020,0.001,35.234
3,1734627324.645,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,35.433
3,1734627324.845,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,35.633
3,1734627325.045,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,35.834
3,1734627325.245,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,36.033
3,1734627325.446,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,36.234
3,1734627325.645,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,36.434
3,1734627325.845,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,36.634
3,1734627326.045,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,36.833
3,1734627326.245,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,37.033
3,1734627326.445,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,37.233
3,1734627326.645,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,37.433
3,1734627326.845,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,37.634
3,1734627327.045,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,37.834
3,1734627327.245,0.503,-0.158,0.501,-0.128,0.030,5.020,0.000,38.034
